0,1,2,3
3.5360070720141445,1.2240024480048963,4.3520087040174085,1.2240024480048963
12.648025296050593,1.2240024480048963,14.55202910405821,1.2240024480048963
36.257672515345035,1.2240024480048963,37.07367414734831,1.2240024480048963
39.5216790433581,1.2240024480048963,40.33768067536136,1.2240024480048963
40.60968121936245,1.2240024480048963,41.425682851365714,1.2240024480048963
44.41768883537768,1.2240024480048963,46.32169264338529,1.2240024480048963
56.739313478626975,1.2240024480048963,57.55531511063024,1.2240024480048963
73.05934611869225,1.2240024480048963,73.87534775069552,1.2240024480048963
74.69134938269879,1.2240024480048963,75.50735101470205,1.2240024480048963
4.624009248018496,-1.632003264006528,5.440010880021761,-1.632003264006528
5.712011424022849,-1.2240024480048963,6.528013056026112,-1.2240024480048963
15.776031552063104,-3.8896077792155594,15.776031552063104,-5.793611587223175
26.683253366506733,-1.2240024480048963,28.859257718515437,-1.2240024480048963
37.56327512655026,-1.2240024480048963,38.37927675855352,-1.2240024480048963
52.414504829009665,-3.8896077792155594,52.414504829009665,-5.793611587223175
55.54251108502217,-1.9040038080076163,55.54251108502217,-2.7200054400108806
73.2225464450929,-1.2240024480048963,74.03854807709617,-1.2240024480048963
74.88174976349954,-1.2240024480048963,75.9697519395039,-1.2240024480048963
